title_yt,yt_vid,yt_url,title_yk,yk_vid,yk_url,title_bi,bi_vid,bi_url
3.1 Regression 回归 (PyTorch tutorial 神经网络 教学),psE63sPbIeI,https://www.youtube.com/watch?v=psE63sPbIeI, 3.1 Regression 回归 (PyTorch tutorial 神经网络 教学),XMjc0NjI5MTEyNA,http://v.youku.com/v_show/id_XMjc0NjI5MTEyNA==.html,3.1 Regression 回归,15997678&page=11,https://www.bilibili.com/video/av15997678/index_11.html
3.2 Classification 分类 (PyTorch tutorial 神经网络 教学),Qm3zzq-xeDI,https://www.youtube.com/watch?v=Qm3zzq-xeDI, 3.2 Classification 分类 (PyTorch tutorial 神经网络 教学),XMjc0NjQ2MjQxNg,http://v.youku.com/v_show/id_XMjc0NjQ2MjQxNg==.html,3.2 Classification 分类,15997678&page=12,https://www.bilibili.com/video/av15997678/index_12.html
3.3 快速搭建法 (PyTorch tutorial 神经网络 教学),yqo9-lWTdOk,https://www.youtube.com/watch?v=yqo9-lWTdOk, 3.3 快速搭建法 (PyTorch tutorial 神经网络 教学),XMjc0ODAxNDYwMA,http://v.youku.com/v_show/id_XMjc0ODAxNDYwMA==.html,3.3 快速搭建法,15997678&page=13,https://www.bilibili.com/video/av15997678/index_13.html
3.4 保存提取 (PyTorch tutorial 神经网络 教学),ZfmXTsaW3Lo,https://www.youtube.com/watch?v=ZfmXTsaW3Lo, 3.4 保存提取 (PyTorch tutorial 神经网络 教学),XMjc0ODA2MDIzMg,http://v.youku.com/v_show/id_XMjc0ODA2MDIzMg==.html,3.4 保存提取,15997678&page=14,https://www.bilibili.com/video/av15997678/index_14.html
3.5 批数据训练 (PyTorch tutorial 神经网络 教学),6k2hp7-5vkc,https://www.youtube.com/watch?v=6k2hp7-5vkc, 3.5 批数据训练 (PyTorch tutorial 神经网络 教学),XMjc0ODEzMjQ4MA,http://v.youku.com/v_show/id_XMjc0ODEzMjQ4MA==.html,3.5 批数据训练,15997678&page=15,https://www.bilibili.com/video/av15997678/index_15.html
优化器 Optimizer 加速神经网络训练 (深度学习) Speed up neural network training process (deep learning),UlUGGB7akfE,https://www.youtube.com/watch?v=UlUGGB7akfE,机器学习技巧6: 加速神经网络训练 (深度学习)?  Speed up neural network training (deep learning)?,XMTc2MjA0ODQyOA,http://v.youku.com/v_show/id_XMTc2MjA0ODQyOA==.html,优化器 Optimizer 加速神经网络训练 (深度学习),15997678&page=16,https://www.bilibili.com/video/av15997678/index_16.html
3.6 Optimizer 优化器 (PyTorch tutorial 神经网络 教学),FIZgQuOXk8g,https://www.youtube.com/watch?v=FIZgQuOXk8g, 3.6 Optimizer 优化器 (PyTorch tutorial 神经网络 教学),XMjc0ODE5OTYyMA,http://v.youku.com/v_show/id_XMjc0ODE5OTYyMA==.html,3.6 Optimizer 优化器,15997678&page=17,https://www.bilibili.com/video/av15997678/index_17.html
什么是卷积神经网络 CNN (深度学习)? What is Convolutional Neural Networks (deep learning)?,hMIZ85t9r9A,https://www.youtube.com/watch?v=hMIZ85t9r9A,3 什么是卷积神经网络(深度学习)? What is Convolutional Neural Networks (deep learning)?,XMTY4MzAyNTc4NA,http://v.youku.com/v_show/id_XMTY4MzAyNTc4NA==.html,什么是卷积神经网络 CNN (深度学习)?,15997678&page=18,https://www.bilibili.com/video/av15997678/index_18.html
4.1 CNN 卷积神经网络 (PyTorch tutorial 神经网络 教学),Hos_xO0nKjs,https://www.youtube.com/watch?v=Hos_xO0nKjs, 4.1 CNN 卷积神经网络 (PyTorch tutorial 神经网络 教学),XMjc0ODgwMzg3Mg,http://v.youku.com/v_show/id_XMjc0ODgwMzg3Mg==.html,4.1 CNN 卷积神经网络,15997678&page=19,https://www.bilibili.com/video/av15997678/index_19.html
什么是循环神经网络 RNN (深度学习)? What is Recurrent Neural Networks (deep learning)?,EEtf4kNsk7Q,https://www.youtube.com/watch?v=EEtf4kNsk7Q,4 什么是循环神经网络 RNN (深度学习)? What is Recurrent Neural Networks (deep learning)?,XMTcyNzYwNjU1Ng,http://v.youku.com/v_show/id_XMTcyNzYwNjU1Ng==.html,什么是循环神经网络 RNN (深度学习)?,15997678&page=20,https://www.bilibili.com/video/av15997678/index_20.html
什么是 LSTM RNN 循环神经网络 (深度学习)? What is LSTM in RNN (deep learning)?,Vdg5zlZAXnU,https://www.youtube.com/watch?v=Vdg5zlZAXnU,5 什么是LSTM RNN (深度学习)? What is LSTM in RNN (deep learning)?,XMTc0MzY5MTQxMg,http://v.youku.com/v_show/id_XMTc0MzY5MTQxMg==.html,什么是 LSTM RNN 循环神经网络 (深度学习)?,15997678&page=21,https://www.bilibili.com/video/av15997678/index_21.html
4.2 RNN 循环神经网络 分类 (PyTorch tutorial 神经网络 教学),8SvB6B4JmfU,https://www.youtube.com/watch?v=8SvB6B4JmfU, 4.2 RNN 循环神经网络 分类 (PyTorch tutorial 神经网络 教学),XMjc1NTczODY4OA,http://v.youku.com/v_show/id_XMjc1NTczODY4OA==.html,4.2 RNN 循环神经网络 分类,15997678&page=22,https://www.bilibili.com/video/av15997678/index_22.html
4.3 RNN 循环神经网络 回归 (PyTorch tutorial 神经网络 教学),CA27ONB8SQ4,https://www.youtube.com/watch?v=CA27ONB8SQ4, 4.3 RNN 循环神经网络 回归 (PyTorch tutorial 神经网络 教学),XMjc1NzYxMTg2MA,http://v.youku.com/v_show/id_XMjc1NzYxMTg2MA==.html,4.3 RNN 循环神经网络 回归,15997678&page=23,https://www.bilibili.com/video/av15997678/index_23.html
什么是自编码 Autoencoder (深度学习)? What is an Autoencoder in Neural Networks (deep learning)?,w8HmXgXnVEo,https://www.youtube.com/watch?v=w8HmXgXnVEo,6 什么是自编码  (深度学习)? What is an Autoencoder in Neural Networks (deep learning)?,XMTgwNDc1NjYwMA,http://v.youku.com/v_show/id_XMTgwNDc1NjYwMA==.html,什么是自编码 Autoencoder (深度学习)?,15997678&page=24,https://www.bilibili.com/video/av15997678/index_24.html
4.4 AutoEncoder 自编码 (PyTorch tutorial 神经网络 教学),V7VgLkEgXVY,https://www.youtube.com/watch?v=V7VgLkEgXVY, 4.4 AutoEncoder 自编码 (PyTorch 神经网络教程),XMjc2MDUxNzUyOA,http://v.youku.com/v_show/id_XMjc2MDUxNzUyOA==.html,4.4 AutoEncoder 自编码,15997678&page=25,https://www.bilibili.com/video/av15997678/index_25.html
什么是 DQN (Reinforcement Learning 强化学习),b7PO_xfEMwE,https://www.youtube.com/watch?v=b7PO_xfEMwE,6 什么是 DQN (Reinforcement Learning 强化学习),XMjUyMzI1NzgwMA,http://v.youku.com/v_show/id_XMjUyMzI1NzgwMA==.html,什么是 DQN (Reinforcement Learning 强化学习),15997678&page=26,https://www.bilibili.com/video/av15997678/index_26.html
4.5 DQN 强化学习 (PyTorch tutorial 神经网络 教学),OZnhq1g9Om4,https://www.youtube.com/watch?v=OZnhq1g9Om4, 4.5 DQN 强化学习 (PyTorch tutorial 神经网络 教学),XMjc2MDU1NjQ0OA,http://v.youku.com/v_show/id_XMjc2MDU1NjQ0OA==.html,4.5 DQN 强化学习,15997678&page=27,https://www.bilibili.com/video/av15997678/index_27.html
什么是 GAN 生成对抗网络 (深度学习)? What is Generative Adversarial Nets GAN (deep learning)?,yYUN_k36u5Q,https://www.youtube.com/watch?v=yYUN_k36u5Q,7 什么是 GAN 生成对抗网络 (深度学习)? What is Generative Adversarial Nets (deep learning)?,XMjc1OTY2OTMxNg,http://v.youku.com/v_show/id_XMjc1OTY2OTMxNg==.html,什么是 GAN 生成对抗网络 (深度学习)?,15997678&page=28,https://www.bilibili.com/video/av15997678/index_28.html
4.6 GAN 生成对抗网络 (PyTorch tutorial 神经网络 教学),EPAIUW_A4sU,https://www.youtube.com/watch?v=EPAIUW_A4sU, 4.6 GAN 生成对抗网络 (PyTorch 神经网络教程),XMjc1OTkyNDU0MA,http://v.youku.com/v_show/id_XMjc1OTkyNDU0MA==.html,4.6 GAN 生成对抗网络,15997678&page=29,https://www.bilibili.com/video/av15997678/index_29.html
5.1 为什么 Pytorch 是动态 Dynamic (PyTorch tutorial 神经网络 教学),4IuaU08Wuq0,https://www.youtube.com/watch?v=4IuaU08Wuq0, 5.1 为什么 Pytorch 是动态 (PyTorch神经网络 教学),XMjc4ODExNDYxMg,http://v.youku.com/v_show/id_XMjc4ODExNDYxMg==.html,5.1 为什么 Pytorch 是动态 Dynamic,15997678&page=30,https://www.bilibili.com/video/av15997678/index_30.html
5.2 GPU 加速 (PyTorch tutorial 神经网络 教学),sINlmAy1gCY,https://www.youtube.com/watch?v=sINlmAy1gCY,5.2 GPU 加速 (PyTorch tutorial 神经网络 教学),XMjc4ODE3MjgwOA,http://v.youku.com/v_show/id_XMjc4ODE3MjgwOA==.html,5.2 GPU 加速,15997678&page=31,https://www.bilibili.com/video/av15997678/index_31.html
什么是过拟合 (深度学习)? What is overfitting (deep learning)?,e9OKufD6lRM,https://www.youtube.com/watch?v=e9OKufD6lRM,机器学习技巧5: 什么是过拟合 (深度学习)? What is overfitting (deep learning)?,XMTczNjA2Nzc5Ng,http://v.youku.com/v_show/id_XMTczNjA2Nzc5Ng==.html,什么是过拟合 (深度学习)?,15997678&page=32,https://www.bilibili.com/video/av15997678/index_32.html
5.3 过拟合 Dropout (PyTorch tutorial 神经网络 教学),-VnZSJX4v64,https://www.youtube.com/watch?v=-VnZSJX4v64, 5.3 过拟合 Dropout (PyTorch 神经网络 教学),XMjc4ODMxMDkxMg,http://v.youku.com/v_show/id_XMjc4ODMxMDkxMg==.html,5.3 过拟合 Dropout,15997678&page=33,https://www.bilibili.com/video/av15997678/index_33.html
什么是 Batch Normalization 批标准化 (深度学习 deep learning),-5hESl-Lj-4,https://www.youtube.com/watch?v=-5hESl-Lj-4,机器学习技巧8: 为什么要 Batch Normalization 批标准化 (深度学习),XMTg1MTYwNDg2OA,http://v.youku.com/v_show/id_XMTg1MTYwNDg2OA==.html,什么是 Batch Normalization 批标准化,15997678&page=34,https://www.bilibili.com/video/av15997678/index_34.html
5.4 Batch Normalization 批标准化 (PyTorch tutorial 神经网络 教学),NGO0oxdz-zs,https://www.youtube.com/watch?v=NGO0oxdz-zs, 5.4 批标准化 (PyTorch tutorial 神经网络 教学),XMjc4ODM5MzQyNA,http://v.youku.com/v_show/id_XMjc4ODM5MzQyNA==.html,5.4 Batch Normalization 批标准化,15997678&page=35,https://www.bilibili.com/video/av15997678/index_35.html
